address,city,created_at,description,description_en,description_fr,display_description,display_specialties,email,featured,id,latitude,logo_url,longitude,name,opening_hours,phone,postal_code,province,specialties,specialties_en,specialties_fr,type,updated_at,website
Passage Linthout 41,Woluwe-Saint-Lambert,2025-12-27 18:50:20,Belgische chocolatier - CPR Linthout,Belgian chocolatier - CPR Linthout,Chocolaterie belge - CPR Linthout,Belgische chocolatier - CPR Linthout,,,0,2539,50.8408786,,4.4021573,CPR Linthout,,,1200.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:20,
Rue Saint-Eloi 186,Carnières,2025-12-27 18:50:20,Belgische chocolatier - CULOT NANCY,Belgian chocolatier - CULOT NANCY,Chocolaterie belge - CULOT NANCY,Belgische chocolatier - CULOT NANCY,,,0,2540,50.445311,,4.2377733,CULOT NANCY,,,7141.0,Henegouwen,,,,winkel,2025-12-27 18:50:20,
Koning Albert I-straat 38,Lebbeke,2025-12-27 18:50:17,Belgische chocolatier - Cadice,Belgian chocolatier - Cadice,Chocolaterie belge - Cadice,Belgische chocolatier - Cadice,,,0,2469,50.9997958,,4.1353567,Cadice,,,9280.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:17,
Place De Courquain 1,Macquenoise,2025-12-27 18:50:17,Belgische chocolatier - Café de la Douane,Belgian chocolatier - Café de la Douane,Chocolaterie belge - Café de la Douane,Belgische chocolatier - Café de la Douane,,,0,2470,49.9766443,,4.1742279,Café de la Douane,,,6593.0,Henegouwen,,,,winkel,2025-12-27 18:50:17,
Rue Chant des Oiseaux 1,Rochefort,2025-12-27 18:50:17,Belgische chocolatier - Cam'O - Chocolats & Confiseries,Belgian chocolatier - Cam'O - Chocolats & Confiseries,Chocolaterie belge - Cam'O - Chocolats & Confiseries,Belgische chocolatier - Cam'O - Chocolats & Confiseries,,,0,2472,50.150847,,5.2252263,Cam'O - Chocolats & Confiseries,,,5580.0,Namen,,,,winkel,2025-12-27 18:50:17,
Michel Angelolaan 47,Brussel,2025-12-27 18:50:17,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2481,50.8448253,/logo/centho.jpg,4.3858406,Centho Brussels,,02/733.69.95,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:17,https://www.centho.be
Veeweidestraat 3,Duisburg (Tervuren),2025-12-27 18:50:18,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,1,2482,50.8187877,/logo/centho.jpg,4.5610539,Centho Duisburg,,02/767.07.74,3080.0,Vlaams-Brabant,,,,beide,2025-12-27 18:50:18,https://www.centho.be
Vekestraat 29 - Unit A2,Kampenhout,2025-12-27 18:50:18,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2483,50.9399828,/logo/centho.jpg,4.5662218,Centho Kampenhout,,02/767.07.74,1910.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:18,https://www.centho.be
Rue du Moulin 5A,Etalle,2025-12-27 18:50:18,Belgische chocolatier - Chez Christophe,Belgian chocolatier - Chez Christophe,Chocolaterie belge - Chez Christophe,Belgische chocolatier - Chez Christophe,,,0,2486,49.6732252,,5.5954866,Chez Christophe,,,6740.0,Luxemburg,,,,winkel,2025-12-27 18:50:18,
Rue de Namur 18,Philippeville,2025-12-27 18:50:18,Belgische chocolatier - Choco & Co,Belgian chocolatier - Choco & Co,Chocolaterie belge - Choco & Co,Belgische chocolatier - Choco & Co,,,0,2488,50.1969797,,4.5446046,Choco & Co,,,5600.0,Namen,,,,winkel,2025-12-27 18:50:18,https://valentinobelgium.com
Pathoekeweg 9 B/008,Brugge,2025-12-27 18:50:18,Belgische chocolatier - Choco Holic,Belgian chocolatier - Choco Holic,Chocolaterie belge - Choco Holic,Belgische chocolatier - Choco Holic,,,0,2489,51.244875,,3.2144017,Choco Holic,,,8000.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:18,
Rue de l'Etuve 41,Bruxelles,2025-12-27 18:50:18,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2490,50.8453051,,4.3501321,Choco-Story Brussels,,+32 2 514 20 48,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:18,http://choco-story-brussels.be/
Leuvensesteenweg 125,Kampenhout,2025-12-27 18:50:18,Belgische chocolatier - Chocola-Tuti,Belgian chocolatier - Chocola-Tuti,Chocolaterie belge - Chocola-Tuti,Belgische chocolatier - Chocola-Tuti,,,0,2491,50.9489708,,4.6038256,Chocola-Tuti,,,1910.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:18,
Hasseltsestraat 23,Diest,2025-12-27 18:50:18,Belgische chocolatier - Chocolat bvba,Belgian chocolatier - Chocolat bvba,Chocolaterie belge - Chocolat bvba,Belgische chocolatier - Chocolat bvba,,,0,2492,50.9818157,,5.0529103,Chocolat bvba,,,3290.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:18,
Wollestraat 4B,Brugge,2025-12-27 18:50:18,Belgische chocolatier - Chocolat de Julie,Belgian chocolatier - Chocolat de Julie,Chocolaterie belge - Chocolat de Julie,Belgische chocolatier - Chocolat de Julie,,,0,2493,51.2075835,,3.226109,Chocolat de Julie,,,8000.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:18,https://www.chocolatdejulie.be
Schensbossen 15,Reet,2025-12-27 18:50:18,Belgische chocolatier - Chocolaterie Daes,Belgian chocolatier - Chocolaterie Daes,Chocolaterie belge - Chocolaterie Daes,Belgische chocolatier - Chocolaterie Daes,,,0,2496,51.1058596,,4.4034617,Chocolaterie Daes,,,2840.0,Antwerpen,,,,winkel,2025-12-27 18:50:18,
Baron de Gieylaan 22,De Pinte,2025-12-27 18:50:18,Chocolaterie in De Pinte,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Chocolaterie in De Pinte,Ambachtelijke chocolade,,0,2498,50.992745,,3.6526377,Chocolaterie Dossche,,,9840.0,Oost-Vlaanderen,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:18,
Stoofstraat 22/B,Brussel,2025-12-27 18:50:18,Belgische chocolatier - Chocolaterie Filip Martin nr 1,Belgian chocolatier - Chocolaterie Filip Martin nr 1,Chocolaterie belge - Chocolaterie Filip Martin nr 1,Belgische chocolatier - Chocolaterie Filip Martin nr 1,,,0,2499,50.8452791,,4.3505871,Chocolaterie Filip Martin nr 1,,,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:18,https://www.filipmartin.be
Grote Baan 52,Westerlo,2025-12-27 18:50:18,Familiezaak in Vlaams-Brabant. Traditionele Belgische chocolade sinds 1990.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Familiezaak in Vlaams-Brabant. Traditionele Belgische chocolade sinds 1990.,Verse pralines,info@chocolateriegoossens.be,0,2500,51.0720079,,4.8295257,Chocolaterie Goossens,,+32 14 54 67 89,2260.0,Antwerpen,Verse pralines,Chocolat artisanal,chocoladelolly's,winkel,2025-12-27 18:50:18,https://www.chocolateriegoossens.be
Stationsstraat 146,Aalter,2025-12-27 18:50:18,Belgische chocolatier - Chocolaterie Krisley,Belgian chocolatier - Chocolaterie Krisley,Chocolaterie belge - Chocolaterie Krisley,Belgische chocolatier - Chocolaterie Krisley,,,0,2501,51.0890298,,3.4478972,Chocolaterie Krisley,,,9880.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:18,https://www.krisley.be
Sint-Baafsplein 15,Gent,2025-12-27 18:50:18,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2503,51.0537511,,3.7255907,Chocolaterie Luc Van Hoorebeke,,+32 9 221 03 81,9000.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:18,http://www.chocolatesvanhoorebeke.be/
August Vermeylenstraat 36,Ertvelde,2025-12-27 18:50:18,Belgische chocolatier - Chocolaterie Magalie,Belgian chocolatier - Chocolaterie Magalie,Chocolaterie belge - Chocolaterie Magalie,Belgische chocolatier - Chocolaterie Magalie,,,0,2504,51.1786456,,3.7330223,Chocolaterie Magalie,,,9940.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:18,
Heidestraat 1,Merelbeke,2025-12-27 18:50:18,Belgische chocolatier - Chocolaterie Marioca bvba,Belgian chocolatier - Chocolaterie Marioca bvba,Chocolaterie belge - Chocolaterie Marioca bvba,Belgische chocolatier - Chocolaterie Marioca bvba,,,0,2505,51.0038524,,3.7644496,Chocolaterie Marioca bvba,,,9820.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:18,https://www.marioca.be
"Belgium, Rue du Lombard 28B",Bruxelles,2025-12-27 18:50:18,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2506,50.8614048,,4.3525494,Chocolaterie Mary,,+32 2 512 34 00,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:18,http://mary.be/
Mageleinstraat 46,Gent,2025-12-27 18:50:18,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2507,51.0527216,,3.7245917,Chocolaterie Vandenbouhede,,+32 9 222 17 81,9000.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:18,https://www.chocolaterie-vandenbouhede.be/
Vredestraat 1,Kapellen,2025-12-27 18:50:19,Belgische chocolatier,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Belgische chocolatier,Ambachtelijke chocolade,,0,2510,51.3146566,,4.4301257,Chocolatier Ashley,,,2950.0,Antwerpen,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:19,https://www.chocolatier-ashley.be
Eiermarkt 6,Brugge,2025-12-27 18:50:19,Traditionele chocolatier in Brugge sinds 1992. Alles handgemaakt met verse ingrediënten.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Traditionele chocolatier in Brugge sinds 1992. Alles handgemaakt met verse ingrediënten.,Handgemaakte pralines,info@chocolatierdumon.be,0,2511,51.2094082,,3.2230107,Chocolatier Dumon,,+32 50 34 62 82,8000.0,West-Vlaanderen,Handgemaakte pralines,Chocolat artisanal,brugse beren,winkel,2025-12-27 18:50:19,https://www.chocolatierdumon.be
Gauwelstraat 65,Heestert,2025-12-27 18:50:19,Belgische chocolatier - Chocolatier Dumon Heestert,Belgian chocolatier - Chocolatier Dumon Heestert,Chocolaterie belge - Chocolatier Dumon Heestert,Belgische chocolatier - Chocolatier Dumon Heestert,,,0,2512,50.7799354,,3.4041577,Chocolatier Dumon Heestert,,,8551.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:19,https://www.chocolatierdumon.be
Sylvain Dupuisstraat 38,Knokke-Heist,2025-12-27 18:50:19,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2513,51.3514919,,3.2860964,Chocolatier M,,+32 50 61 44 60,8300.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:19,http://www.chocolatier-m.be/
Nieuwstraat 123,Brussel,2025-12-27 18:50:19,Belgische chocolatier - Chocolats LINDT,Belgian chocolatier - Chocolats LINDT,Chocolaterie belge - Chocolats LINDT,Belgische chocolatier - Chocolats LINDT,,,0,2514,50.8542659,,4.3580653,Chocolats LINDT,,,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:19,
Dorpsstraat 37/B,Houthalen,2025-12-27 18:50:19,Belgische chocolatier - Chokado,Belgian chocolatier - Chokado,Chocolaterie belge - Chokado,Belgische chocolatier - Chokado,,,0,2516,51.0306897,,5.3727969,Chokado,,,3530.0,Limburg,,,,winkel,2025-12-27 18:50:19,
Hoogstraat 33,Antwerpen,2025-12-27 18:50:18,Belgische chocolatier - Château Blanc,Belgian chocolatier - Château Blanc,Chocolaterie belge - Château Blanc,Belgische chocolatier - Château Blanc,,,0,2484,51.2196864,,4.3984073,Château Blanc,,,2000.0,Antwerpen,,,,winkel,2025-12-27 18:50:18,http://www.chateaublanc.biz
Kerkstraat 17,Blankenberge,2025-12-27 18:50:19,Belgische chocolatier - Confiserie Caroline,Belgian chocolatier - Confiserie Caroline,Chocolaterie belge - Confiserie Caroline,Belgische chocolatier - Confiserie Caroline,,,0,2520,51.3156893,,3.1284645,Confiserie Caroline,,,8370.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:19,http://www.leonidas-blankenberge.be
Bellegemstraat 44,Zwevegem,2025-12-27 18:50:19,Belgische chocolatier - Confiserie Clément,Belgian chocolatier - Confiserie Clément,Chocolaterie belge - Confiserie Clément,Belgische chocolatier - Confiserie Clément,,,0,2521,50.7996904,,3.3377446,Confiserie Clément,,,8550.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:19,
Marktplaats 4/6,Le Bizet,2025-12-27 18:50:19,Belgische chocolatier - Confiserie Corinne,Belgian chocolatier - Confiserie Corinne,Chocolaterie belge - Confiserie Corinne,Belgische chocolatier - Confiserie Corinne,,,0,2522,50.7080629,,2.8844781,Confiserie Corinne,,,7783.0,Henegouwen,,,,winkel,2025-12-27 18:50:19,https://www.leonidas.com
Rue Mandenne 15,Momignies,2025-12-27 18:50:19,Belgische chocolatier - Confiserie Kaline Léonidas,Belgian chocolatier - Confiserie Kaline Léonidas,Chocolaterie belge - Confiserie Kaline Léonidas,Belgische chocolatier - Confiserie Kaline Léonidas,,,0,2528,50.0268777,,4.1565979,Confiserie Kaline Léonidas,,,6590.0,Henegouwen,,,,winkel,2025-12-27 18:50:19,
Provinciale Steenweg 24/1,Schelle,2025-12-27 18:50:19,Belgische chocolatier - Confiserie Katja Philips,Belgian chocolatier - Confiserie Katja Philips,Chocolaterie belge - Confiserie Katja Philips,Belgische chocolatier - Confiserie Katja Philips,,,0,2529,51.1304009,,4.3358036,Confiserie Katja Philips,,,2627.0,Antwerpen,,,,winkel,2025-12-27 18:50:19,
Voordestraat 34,Wetteren,2025-12-27 18:50:19,Belgische chocolatier - Confiserie Van Damme,Belgian chocolatier - Confiserie Van Damme,Chocolaterie belge - Confiserie Van Damme,Belgische chocolatier - Confiserie Van Damme,,,0,2533,51.0090137,,3.8553877,Confiserie Van Damme,,,9230.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:19,http://www.vandammegroup.com
Rue de France 6,Rochefort,2025-12-27 18:50:19,Belgische chocolatier - Confiserie de Lyse,Belgian chocolatier - Confiserie de Lyse,Chocolaterie belge - Confiserie de Lyse,Belgische chocolatier - Confiserie de Lyse,,,0,2523,50.1574396,,5.2224203,Confiserie de Lyse,,,5580.0,Namen,,,,winkel,2025-12-27 18:50:19,
Avenue des Artisans 29,Ghislenghien,2025-12-27 18:50:19,Belgische chocolatier - Confiserie du Chaudron,Belgian chocolatier - Confiserie du Chaudron,Chocolaterie belge - Confiserie du Chaudron,Belgische chocolatier - Confiserie du Chaudron,,,0,2524,50.6596457,,3.8609507,Confiserie du Chaudron,,,7822.0,Henegouwen,,,,winkel,2025-12-27 18:50:19,https://www.confiserieduchaudron.com
Boondaalse Steenweg 481,Elsene,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2287,50.8153919,/logo/corne-port-royal.jpg,4.3898414,Corné Port Royal - Ixelles,,,1050.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:10,
Brussels National Airport,Zaventem,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2288,50.8983361,/logo/corne-port-royal.jpg,4.4832587,Corné Port-Royal - Brussels Airport Terminal A,,02/715.10.20,1930.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
Brussels National Airport,Zaventem,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2289,50.8983361,/logo/corne-port-royal.jpgne-port-royal.jpg,4.4832587,Corné Port-Royal - Brussels Airport Terminal B,,02/715.10.20,1930.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
Galerie de la Reine / Koninginnegalerij 5,Brussel,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2290,50.8470236,/logo/corne-port-royal.jpg,4.3544739,Corné Port-Royal - Galerie de la Reine,,02/213.62.22,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
Avenue Fonsny 47B,Sint-Gillis,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2291,50.835367,/logo/corne-port-royal.jpg,4.3372063,Corné Port-Royal - Gare du Midi,,02/524.53.30,1060.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
Route de Landen 61,Hannut,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2292,50.6573213,/logo/corne-port-royal.jpg,5.0662114,Corné Port-Royal - Hannut,,019/51.61.11,4280.0,Luik,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
"Rue de Piétrain 7, Les Gotteaux",Jodoigne,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2293,50.7255834,/logo/corne-port-royal.jpg,4.8729681,Corné Port-Royal - Jodoigne,,010/81.49.12,1370.0,Waals-Brabant,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
"Avenue Albert 1er, Centre commercial de La Mazerine",La Hulpe,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2294,50.7362626,/logo/corne-port-royal.jpg,4.4659227,Corné Port-Royal - La Hulpe,,02/654.00.43,1310.0,Waals-Brabant,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
Rue au Beurre / Boterstraat 46,Brussel,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2295,50.8472715,/logo/corne-port-royal.jpg,4.3522382,Corné Port-Royal - Rue au Beurre,,02/511.11.26,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
Avenue Vésale 12,Wavre,2025-12-27 18:50:10,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,1,2296,50.7331669,/logo/corne-port-royal.jpg,4.5836178,Corné Port-Royal - Wavre,,02/568.23.65,1300.0,Waals-Brabant,,,,winkel,2025-12-27 18:50:10,https://www.corneportroyal.be
Rue t'Serstevens 61,Thuin,2025-12-27 18:50:20,Belgische chocolatier - Couleur Chocolat,Belgian chocolatier - Couleur Chocolat,Chocolaterie belge - Couleur Chocolat,Belgische chocolatier - Couleur Chocolat,,,0,2538,50.3419316,,4.2812325,Couleur Chocolat,,,6530.0,Henegouwen,,,,winkel,2025-12-27 18:50:20,https://valentinobelgium.com
Bergensesteenweg 1530,Sint-Pieters-Leeuw,2025-12-27 18:50:10,Iconisch Belgisch merk sinds 1883. De olifant op de verpakking is wereldberoemd.,Iconic Belgian brand since 1883. The elephant on the packaging is world-famous.,Marque belge emblématique depuis 1883. L'éléphant sur l'emballage est mondialement connu.,Iconisch Belgisch merk sinds 1883. De olifant op de verpakking is wereldberoemd.,Chocoladetabletten,info@cotedor.be,0,2297,50.7553846,,4.2490601,Côte d'Or,,+32 2 363 45 45,1600.0,Vlaams-Brabant,Chocoladetabletten,Tablettes de chocolat,Bouchée,fabrikant,2025-12-27 18:50:10,https://www.cotedor.be
Rue du Grand Hornu 49,Hornu,2025-12-27 18:50:20,Belgische chocolatier - DELCOURT PASCAL,Belgian chocolatier - DELCOURT PASCAL,Chocolaterie belge - DELCOURT PASCAL,Belgische chocolatier - DELCOURT PASCAL,,,0,2547,50.4377787,,3.8407843,DELCOURT PASCAL,,,7301.0,Henegouwen,,,,winkel,2025-12-27 18:50:20,
Witteweg 75,Le Bizet,2025-12-27 18:50:20,Belgische chocolatier - DELFORGE,Belgian chocolatier - DELFORGE,Chocolaterie belge - DELFORGE,Belgische chocolatier - DELFORGE,,,0,2549,50.7138992,,2.8878866,DELFORGE,,,7782.0,Henegouwen,,,,winkel,2025-12-27 18:50:20,
Walstraat 16,Brugge,2025-12-27 18:50:20,Belgische chocolatier - DELICIOUS@BRUGES,Belgian chocolatier - DELICIOUS@BRUGES,Chocolaterie belge - DELICIOUS@BRUGES,Belgische chocolatier - DELICIOUS@BRUGES,,,0,2551,51.2028991,,3.2244021,DELICIOUS@BRUGES,,,8000.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:20,
Rue du Tiège 14,Mortier,2025-12-27 18:50:20,Belgische chocolatier - DESCAMPS VERONIQUE,Belgian chocolatier - DESCAMPS VERONIQUE,Chocolaterie belge - DESCAMPS VERONIQUE,Belgische chocolatier - DESCAMPS VERONIQUE,,,0,2553,50.6787154,,5.7520994,DESCAMPS VERONIQUE,,,4670.0,Luik,,,,winkel,2025-12-27 18:50:20,
Steenstraat 12,Brugge,2025-12-27 18:50:20,Belgische chocolatier - DISTRICHOC BELGIUM,Belgian chocolatier - DISTRICHOC BELGIUM,Chocolaterie belge - DISTRICHOC BELGIUM,Belgische chocolatier - DISTRICHOC BELGIUM,,,0,2554,51.2081058,,3.2236646,DISTRICHOC BELGIUM,,,8000.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:20,
Chemin de Stoquois 49,Rebecq-Rognon,2025-12-27 18:50:21,Chocolatier in Rebecq,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Chocolatier in Rebecq,Ambachtelijke chocolade,,0,2564,50.6530237,,4.129577,DURIEUX NATACHA,,,1430.0,Waals-Brabant,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:21,
Hoogstraat 23,Wolvertem,2025-12-27 18:50:20,Belgische chocolatier - Daskalidès,Belgian chocolatier - Daskalidès,Chocolaterie belge - Daskalidès,Belgische chocolatier - Daskalidès,,,0,2541,50.9518813,,4.3104513,Daskalidès,,,1861.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:20,https://www.daskalides.be
Baksteenkaai 36,Brussel,2025-12-27 18:50:20,Belgische chocolatier - De Chocoladekaai,Belgian chocolatier - De Chocoladekaai,Chocolaterie belge - De Chocoladekaai,Belgische chocolatier - De Chocoladekaai,,,0,2542,50.8518722,,4.3475127,De Chocoladekaai,,,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:20,https://www.frederic-blondeel.be
Antwerpsesteenweg 150,Westmalle,2025-12-27 18:50:20,Ambachtelijke chocolaterie in Westmalle,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Ambachtelijke chocolaterie in Westmalle,Ambachtelijke chocolade,,0,2543,51.2980966,,4.7020896,De Chocolaterie,,,2390.0,Antwerpen,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:20,
Bergstraat 17,Heist-op-den-Berg,2025-12-27 18:50:20,Belgische chocolatier - De Vier Bollekes,Belgian chocolatier - De Vier Bollekes,Chocolaterie belge - De Vier Bollekes,Belgische chocolatier - De Vier Bollekes,,,0,2544,51.0752999,,4.7257714,De Vier Bollekes,,,2220.0,Antwerpen,,,,winkel,2025-12-27 18:50:20,
Lievevrouwestraat 12,Ranst,2025-12-27 18:50:20,Belgische chocolatier - De Zoete Zonde,Belgian chocolatier - De Zoete Zonde,Chocolaterie belge - De Zoete Zonde,Belgische chocolatier - De Zoete Zonde,,,0,2545,51.1902062,,4.5615814,De Zoete Zonde,,,2520.0,Antwerpen,,,,winkel,2025-12-27 18:50:20,
Appelmansstraat 5,Antwerpen,2025-12-27 18:50:20,Derde generatie chocolatiers in Antwerpen. Specialist in ambachtelijke chocolade.,Third-generation chocolatiers in Antwerp. Specialist in artisan chocolate.,Chocolatiers de troisième génération à Anvers. Spécialiste du chocolat artisanal.,Derde generatie chocolatiers in Antwerpen. Specialist in ambachtelijke chocolade.,Antwerpse handjes,info@delrey.be,0,2546,51.2171137,,4.4177315,Del Rey,,+32 3 230 82 30,2018.0,Antwerpen,Antwerpse handjes,Mains d'Anvers,pralines,fabrikant,2025-12-27 18:50:20,https://www.delrey.be
